pattern,normalized
*.Roga,.Roga
*.roger,.roger
*.rogue,.rogue
*.rokku,.rokku
*.roland,.roland
*.roldat,.roldat
*.rontok,.rontok
*.rooe,.rooe
*.rook,.rook
*.rooster865qq,.rooster865qq
*.rooster865qqz,.rooster865qqz
*.root,.root
*.root4,.root4
*.rootiunik.*,.rootiunik.
*.rose,.rose
*.RoshaLock,.RoshaLock
*.rote,.rote
*.RotorCrypt,.RotorCrypt
*.royal,.royal
*.royal_u,.royal_u
*.royal_w,.royal_w
*.royroy.*,.royroy.
*.rox,.rox
*.Roza,.Roza
*.rpd,.rpd
*.rrbb,.rrbb
*.rrcc,.rrcc
*.RRK,.RRK
*.rryy,.rryy
*.*_rsa,._rsa
*.RSA,.RSA
*.RSA2048Pro,.RSA2048Pro
*.rsalive,.rsalive
*.RSA-4096,.RSA-4096
*.RSA-NI,.RSA-NI
*.RSAUtil,.RSAUtil
*.rsjon,.rsjon
*.RSNSlocked,.RSNSlocked
*.RSplited,.RSplited
*.rsucozxze,.rsucozxze
*.rt4block,.rt4block
*RT4BLOCK,RT4BLOCK
*.rtcrypted,.rtcrypted
*.rtg,.rtg
*.rtgf,.rtgf
*.RTRUE,.RTRUE
*.rtyrtyrty,.rtyrtyrty
*.rubina5,.rubina5
*.ruby,.ruby
*.rugj,.rugj
*.rumba,.rumba
*.rumblegoodboy,.rumblegoodboy
*.run,.run
*.run*,.run
*.Russenger,.Russenger
*.Russian,.Russian
*.rwg,.rwg
*.rxqcpjoai,.rxqcpjoai
*.rxx,.rxx
*.ryk,.ryk
*.RYKCRYPT,.RYKCRYPT
*.ryp,.ryp
*.Ryuk,.Ryuk
*.ryx,.ryx
*.RZA,.RZA
*.rzew,.rzew
*.rzkd,.rzkd
*.rzml,.rzml
*.RZsGKi,.RZsGKi
*.s1crypt,.s1crypt
*.s4b,.s4b
*.s996,.s996
*.sa58,.sa58
*.saba,.saba
*.sad,.sad
*.SadComputer,.SadComputer
*.Sadogo,.Sadogo
*.SADStory,.SADStory
*.safe,.safe
*.safepay,.safepay
*@safetyjabber.com,@safetyjabber.com
*@sigaint.org.fs0ciety,@sigaint.org.fs0ciety
*.sage,.sage
*.SaherBlueEagleRansomware,.SaherBlueEagleRansomware
*.Sakura,.Sakura
*.Sal13,.Sal13
*.salma,.salma
*.Salsa,.Salsa
*.SALSA222,.SALSA222
*.sambo,.sambo
*.same,.same
*.SamSam,.SamSam
*.SaMsUnG,.SaMsUnG
*.sanction,.sanction
*.Sanctions,.Sanctions
*.sandboxtest,.sandboxtest
*.sanders4,.sanders4
*.santa,.santa
*.sanwai,.sanwai
*.sapphire,.sapphire
*.saramat,.saramat
*.sarbloh,.sarbloh
*.sars-cov-2,.sars-cov-2
*.sarut,.sarut
*.satan,.satan
*.SATANA,.SATANA
*.SatanCryptor,.SatanCryptor
*.Sato,.Sato
*.saturn,.saturn
*.satyr,.satyr
*.sauron,.sauron
*.save,.save
*.saved,.saved
*.savefiles,.savefiles
*.savelock*,.savelock
*.saverswasted,.saverswasted
*.savethequeen,.savethequeen
*.savethequeening,.savethequeening
*.SAVEYOURDATA,.SAVEYOURDATA
*.saw,.saw
*.saylessrsnm,.saylessrsnm
*.sbkyedekal,.sbkyedekal
*.sblock,.sblock
*.sbpg,.sbpg
*.scam,.scam
*.scarab,.scarab
*.ScareCrow,.ScareCrow
*.schrodingercat,.schrodingercat
*.scl,.scl
*.scorpio,.scorpio
*.scorpion,.scorpion
*.scp,.scp
*.scr,.scr
*.scrcrw,.scrcrw
*.Script,.Script
*.scrt,.scrt
*.scrypt,.scrypt
*.scytaleSECC,.scytaleSECC
*.SDEN,.SDEN
*.sdhvqq,.sdhvqq
*.sdjm,.sdjm
*.sdk,.sdk
*.sdwwbrb,.sdwwbrb
*.se7en,.se7en
*.sea,.sea
*.seccrypt,.seccrypt
*.secdojo,.secdojo
*.secles,.secles
*.secure,.secure
*.SecureCrypte,.SecureCrypte
*.SecureCrypted,.SecureCrypted
*.securityP,.securityP
*.seed,.seed
*.see_read_me,.see_read_me
*.selena,.selena
*.sell,.sell
*.senanam,.senanam
*.SENATOR,.SENATOR
*.SENRUS17,.SENRUS17
*.Seon,.Seon
*.sepsis,.sepsis
*.sepsys,.sepsys
*.septwolves,.septwolves
*.SerbRansom,.SerbRansom
*.serp,.serp
*.serpent,.serpent
*.serpom,.serpom
*.server,.server
*.servidoracessobanco,.servidoracessobanco
*.session,.session
*.sessions,.sessions
*.seto,.seto
*.sev,.sev
*.SEVENDAYS,.SEVENDAYS
*.sex,.sex
*.SEX3,.SEX3
*.sext,.sext
*.sexy,.sexy
*.SF,.SF
*.SFile,.SFile
*.sfile2,.sfile2
*.sfs,.sfs
*.SG1995,.SG1995
*.sghv,.sghv
*.sglh,.sglh
*.sgood,.sgood
*.sgs911,.sgs911
*.sgs911-*,.sgs911-
*.sguard,.sguard
*.shadaloo,.shadaloo
*.shade8,.shade8
*.shadi,.shadi
*.shadow,.shadow
*.shanova,.shanova
*.shariz,.shariz
*.SHARK,.SHARK
*.shasha,.shasha
*.sheeva,.sheeva
*.shelbyboom,.shelbyboom
*.ShellLocker,.ShellLocker
*.shgv,.shgv
*.shiel,.shiel
*.shifr,.shifr
*.Shigo,.Shigo
*.shinigami,.shinigami
*.shino,.shino
*.SHINRA3,.SHINRA3
*.shinya,.shinya
*.shit,.shit
*.ShivaGood,.ShivaGood
*.ShkolotaCrypt,.ShkolotaCrypt
*.shkskayd,.shkskayd
*.shootlock,.shootlock
*.shrt,.shrt
*.shrug,.shrug
*.SHRUG2,.SHRUG2
*.SHTORM,.SHTORM
*.Shujin,.Shujin
*.Shuriken,.Shuriken
*.shutdown57,.shutdown57
*.ShutUpAndDance,.ShutUpAndDance
*.sicarii,.sicarii
*.sick,.sick
*.sickfile,.sickfile
*.sifrelendi,.sifrelendi
*.sifreli,.sifreli
*.sifreli_dosya,.sifreli_dosya
*.sigareta,.sigareta
*.Sigma,.Sigma
*.sigrun,.sigrun
*.SIGSCH,.SIGSCH
*.sijr,.sijr
*.Sil3nt5pring,.Sil3nt5pring
*.Silent,.Silent
*.SILENTATTACK,.SILENTATTACK
*.SilentDeath,.SilentDeath
*.SilentSpring,.SilentSpring
*.silvertor,.silvertor
*.simmyware,.simmyware
*SIMMYWARE*,SIMMYWARE
*.Simple_Encoder,.Simple_Encoder
*.sinobi,.sinobi
*.sinopal,.sinopal
*.sinta,.sinta
*.SintaLocker,.SintaLocker
*.sister,.sister
*.sivo,.sivo
*.sjjpu,.sjjpu
@sj.ms,@sj.ms
*.skeleton,.skeleton
*.skjdthghh,.skjdthghh
*.Skull,.Skull
*.skunk,.skunk
*.skvtb,.skvtb
*.sky,.sky
*.SkyFile,.SkyFile
*.skylock,.skylock
*.skymap,.skymap
*.skynet,.skynet
*.skynetlock,.skynetlock
*.skynetwork*,.skynetwork
*.skype,.skype
*.skystars,.skystars
*.SLAM,.SLAM
*.slank,.slank
*.SLAV,.SLAV
*.slgh,.slgh
*.Slide,.Slide
*.slime,.slime
*.slvpawned,.slvpawned
*.SM$LE,.SM$LE
*.sMilE,.sMilE
*.SMOCK,.SMOCK
*.SMOK,.SMOK
*.smpl,.smpl
*.Smrss32,.Smrss32
*.snake,.snake
*.snake4444,.snake4444
*.snatch,.snatch
*.snc,.snc
*.SNEED,.SNEED
*.SNet,.SNet
*.snoopdog,.snoopdog
*.Snoopdoog,.Snoopdoog
*snowpicnic*,snowpicnic
*.SNPDRGN,.SNPDRGN
*.sns,.sns
*.SNSLocker,.SNSLocker
*.sntg,.sntg
*.snwd,.snwd
*.snwkz,.snwkz
*.SO0i,.SO0i
*.SoFucked,.SoFucked
*.SOG,.SOG
*.sojusz,.sojusz
*.solara,.solara
*.solaso,.solaso
*.soli,.soli
*.Solix,.Solix
*.solo,.solo
*.solution247,.solution247
*.solutionwehave*,.solutionwehave
*.somik1,.somik1
*.son,.son
*.sonic,.sonic
*.sophos,.sophos
*.sorcery,.sorcery
*.sorena,.sorena
*.sorry,.sorry
*.sorryforthis,.sorryforthis
*.spa,.spa
*.space,.space
*.spade,.spade
*.spare,.spare
*.spark,.spark
*.spartacus,.spartacus
*.SpartCript,.SpartCript
*.spartcrypt,.spartcrypt
*SpartCrypt*,SpartCrypt
*.spaß,.spaß
*.spct,.spct
*.spectre,.spectre
*.spg,.spg
*.sphinx,.sphinx
*.spider,.spider
*.spider1,.spider1
*.SpiderPery,.SpiderPery
*.SplinterJoke,.SplinterJoke
*.spora,.spora
*.sport,.sport
*.spotifyxbiden,.spotifyxbiden
*.spring,.spring
*.spybuster,.spybuster
*.spyhunter,.spyhunter
*.Spyro,.Spyro
*.SQ_,.SQ_
*.sqpc,.sqpc
*.sr0yz,.sr0yz
*.src,.src
*.srpx,.srpx
*.ssaw,.ssaw
*.sshxkej,.sshxkej
*.ssoi,.ssoi
*.sspq,.sspq
*.sss,.sss
*.Stampado,.Stampado
*.starcat,.starcat
*.stare,.stare
*.start,.start
*.STARVSTHEFORCESOFEVIL,.STARVSTHEFORCESOFEVIL
*.stax,.stax
*.Stealed,.Stealed
*.STEEL,.STEEL
*.steloj,.steloj
*.stepik,.stepik
*.steriok,.steriok
*.sthd2,.sthd2
*.stinger,.stinger
*.stj888,.stj888
*.stn,.stn
*.stnts,.stnts
*.stolen,.stolen
*.stolen*,.stolen
*.stone,.stone
*.stop,.stop
*.stopdata,.stopdata
*.stopfiles,.stopfiles
*.StorageCrypter,.StorageCrypter
*.Storm,.Storm
*.stormous,.stormous
*.strike7,.strike7
*.Striked,.Striked
*.stroman,.stroman
*.StrongX,.StrongX
*structsstructs*,structsstructs
*.stub,.stub
*.stun,.stun
*.Stupid,.Stupid
*.styver,.styver
*.styx,.styx
*.sub_to_crypto_nwo,.sub_to_crypto_nwo
*.suddentax,.suddentax
*.suffer,.suffer
*.suffering,.suffering
*.SUKA,.SUKA
*.sun,.sun
*.SunCrypt,.SunCrypt
*.sunjn,.sunjn
*.sunjun,.sunjun
*.SuperB,.SuperB
*.SUPERCRYPT,.SUPERCRYPT
*.superlock,.superlock
*.support,.support
*.supported2017,.supported2017
*support@lzt.design*,support@lzt.design
*.suppose666,.suppose666
*.surprise,.surprise
*.SURT,.SURT
*.surtr,.surtr
*.sus,.sus
*.suspended,.suspended
*.sux,.sux
*.sux.AES128,.sux.AES128
*.svn,.svn
*.svyx,.svyx
*.swagkarna,.swagkarna
*.SWIFT,.SWIFT
*.switch,.switch
*.SWP,.SWP
*.SXS,.SXS
*.symbiom_ransomware_locked,.symbiom_ransomware_locked
*.SYMMYWARE,.SYMMYWARE
*.SynAck,.SynAck
*.SyncCrypt,.SyncCrypt
*.syrk,.syrk
*.SYSDF,.SYSDF
*.sysdown,.sysdown
*.sysdoz,.sysdoz
*.sysfrog,.sysfrog
*.syss,.syss
*.system,.system
*.SystemCrypter,.SystemCrypter
*.systems32x,.systems32x
*.SYTCO,.SYTCO
*.sz40,.sz40
*.szesnl,.szesnl
*.szf,.szf
*.SZFLocker,.SZFLocker
*.Szymekk,.Szymekk
trial-recovery.*,trial-recovery.
*.t1000,.t1000
*.t5019,.t5019
*.T1Happy,.T1Happy
*.tabe,.tabe
*.TABGH,.TABGH
*.tabufa,.tabufa
*.taka,.taka
*.tangem,.tangem
*.tanos,.tanos
*.taoy,.taoy
*.taro,.taro
*.TaRoNiS,.TaRoNiS
*.TaRRaK,.TaRRaK
*.tasa,.tasa
*.tastylock,.tastylock
*.tater,.tater
*.tax,.tax
*.tcbu,.tcbu
*.tcprx,.tcprx
*.tcvjuo,.tcvjuo
*.tcvp,.tcvp
*.tcwwasted,.tcwwasted
*.TCYO,.TCYO
*.tdelf,.tdelf
*.team,.team
*.teamo,.teamo
*.teamV,.teamV
*.tears,.tears
*.technicy,.technicy
*.Technomous*,.Technomous
*.tedcrypt,.tedcrypt
*.teddy,.teddy
*.telebak,.telebak
*.Telecrypt,.Telecrypt
*.telegram,.telegram
*.TellYouThePass,.TellYouThePass
*.TENGU,.TENGU
*.teren,.teren
*.terminator,.terminator
*.termit,.termit
*.Termite,.Termite
*.terror_ramp3,.terror_ramp3
*.Tesla,.Tesla
*.TeslaCrypt,.TeslaCrypt
*.teslarvng,.teslarvng
*.TeslaWare,.TeslaWare
*.TEST,.TEST
*.teza,.teza
*tflower*,tflower
*.tfude,.tfude
*.tfudeq,.tfudeq
*.tfudet,.tfudet
*@tfwno.gf*,@tfwno.gf
*.TG33,.TG33
*.tgbg,.tgbg
*.TGIF,.TGIF
*.tgmn,.tgmn
*.tgpo,.tgpo
*.tgvv,.tgvv
*.th,.th
*.THANATOS,.THANATOS
*.thanos,.thanos
*.thbec,.thbec
*.thda,.thda
*.TheAnonymousGlobal,.TheAnonymousGlobal
*.TheDarkEncryptor,.TheDarkEncryptor
*.TheDMR,.TheDMR
*.theft,.theft
*.TheTrumpLocker,.TheTrumpLocker
*.TheTrumpLockerf,.TheTrumpLockerf
*.TheTrumpLockerp,.TheTrumpLockerp
*.theva,.theva
*.theworldisyours,.theworldisyours
*.thgz,.thgz
*.thor,.thor
*.threeamtime,.threeamtime
*.THRSX,.THRSX
*.thTC,.thTC
*.thunder,.thunder
*.thx,.thx
*.tianrui,.tianrui
*.Tiger4444,.Tiger4444
*_TIME_IS_LIMITED,_TIME_IS_LIMITED
*.tils,.tils
*.Timestamp,.Timestamp
*.timetime,.timetime
*.tirp,.tirp
*.Tisak,.Tisak
*.tisc,.tisc
*.titancrypt,.titancrypt
*.tiywepxb,.tiywepxb
*.TJMBK,.TJMBK
*.TJODT,.TJODT
*.tl30z,.tl30z
*.TMRCRYPT0R,.TMRCRYPT0R
*.TMS5,.TMS5
*.tmteam,.tmteam
*.tnwkgbvl,.tnwkgbvl
*.tocue,.tocue
*.todar,.todar
*.todarius,.todarius
*.toec,.toec
*.tohj,.tohj
*.tohnichi,.tohnichi
*.tokog,.tokog
*.TomLe,.TomLe
*.tools_ensikology,.tools_ensikology
*.top,.top
*.topi,.topi
*.Tor+,.Tor+
*.tor13,.tor13
*.torbrowsertor,.torbrowsertor
*.Torchwood,.Torchwood
*.tornado,.tornado
*.tortoise,.tortoise
*.TotalWipeOut,.TotalWipeOut
*.TowerWeb,.TowerWeb
*.towz,.towz
*.toxcrypt,.toxcrypt
*.tprc,.tprc
*.tr,.tr
*.trg,.trg
*@trampo.info,@trampo.info
*.traders,.traders
*.TraNs,.TraNs
*.trap,.trap
*.trap2,.trap2
*.TRAPGET,.TRAPGET
*.trchwd,.trchwd
*.trins,.trins
*.triple_m,.triple_m
*.trix,.trix
*.trmt,.trmt
*.tro,.tro
*.Trojan.Encoder.6491,.Trojan.Encoder.6491
*.Troldesh,.Troldesh
*.troll,.troll
*.tron,.tron
*.tronas,.tronas
*.trosak,.trosak
*.trsomeware,.trsomeware
*.TRU8,.TRU8
*.TRUE,.TRUE
*.TrueCrypter,.TrueCrypter
*.truke,.truke
*.trump,.trump
*.TrumpLocker,.TrumpLocker
*.trun,.trun
*.trun.KEY,.trun.KEY
*.try,.try
*.Try2Cry,.Try2Cry
*.tsar,.tsar
*.tsv,.tsv
*.T_TEN,.T_TEN
*.ttap,.ttap
*.ttii,.ttii
*.ttrd,.ttrd
*.ttt,.ttt
*.ttwq,.ttwq
*.ttza,.ttza
*.tuborg,.tuborg
*.tuid,.tuid
*.tuis,.tuis
*.tunca,.tunca
*.TurkStatik,.TurkStatik
*.tury,.tury
*.tusk,.tusk
*.tuslamon,.tuslamon
*@tuta.io,@tuta.io
*@tutanota*,@tutanota
*.twist,.twist
*.tx_locked,.tx_locked
*.txd0t,.txd0t
*.txlck,.txlck
*.txtme,.txtme
*.tyos,.tyos
*.tyson,.tyson
*.tywd,.tywd
*.tzu,.tzu
*.tzw,.tzw
*.U2K,.U2K
*.uajs,.uajs
*.UAKXC,.UAKXC
*.uanl,.uanl
*.uazq,.uazq
*.Ubrhnqznw,.Ubrhnqznw
*.UCCU,.UCCU
*.ucftz*,.ucftz
*.udacha,.udacha
*.udjvu,.udjvu
*.udla,.udla
*.uDz2j8mv,.uDz2j8mv
*.ufwj,.ufwj
*.ugmh,.ugmh
*.uigd,.uigd
*.uihj,.uihj
*.UIK1J,.UIK1J
*.uiwix,.uiwix
*.uk6ge,.uk6ge
*.Ukash,.Ukash
*.UKCZA,.UKCZA
*.ukrain,.ukrain
*ukr.net*,ukr.net
*.UmbreCrypt,.UmbreCrypt
*.un1que,.un1que
*.unavailable,.unavailable
*.UnblockUPC,.UnblockUPC
*.unbrecrypt_ID_*,.unbrecrypt_ID_
*.UNC,.UNC
unCrypte@outlook.com*,unCrypte@outlook.com
*.Ungluk,.Ungluk
*.unique,.unique
*.unit09,.unit09
*.uniwinni.crypt,.uniwinni.crypt
*.unkno,.unkno
*.Unknown,.Unknown
*.UNLIS,.UNLIS
*.unlock,.unlock
*.Unlock26,.Unlock26
*.Unlock92,.Unlock92
*unluckyware*,unluckyware
*.unwa,.unwa
*.upd9ykc65v,.upd9ykc65v
*.UPS-*,.UPS-
*.upsil0n,.upsil0n
*.uragan,.uragan
*.urnb,.urnb
*.urs,.urs
*.ursq,.ursq
*.usa,.usa
*.usagoo,.usagoo
*.usam,.usam
*.Useless,.Useless
*.UselessFiles,.UselessFiles
*.UserFilesLocker,.UserFilesLocker
*.usr,.usr
*.usr0,.usr0
*.ust29,.ust29
*.uta,.uta
*.utjg,.utjg
*.utZMwPnzM,.utZMwPnzM
*.uudjvu,.uudjvu
*.Uyari,.Uyari
*.uyjh,.uyjh
*.uyit,.uyit
*.uyro,.uyro
*.v,.v
*.v316,.v316
*.V8Locker,.V8Locker
*.vaca,.vaca
*.vacv2,.vacv2
*.VAGGEN,.VAGGEN
*.vally,.vally
*.VanGoth,.VanGoth
*.vanhelsing,.vanhelsing
*.vanss,.vanss
*.VapeV7,.VapeV7
*.vapo,.vapo
*.vapor,.vapor
*.vari,.vari
*.vash,.vash
*.vassago,.vassago
*.vassagoh,.vassagoh
*.vatq,.vatq
*.vault,.vault
*.VaultCrypt,.VaultCrypt
*.vaultz,.vaultz
*.vavc2,.vavc2
*.vawe,.vawe
*.vaze,.vaze
*.vbox,.vbox
*.VBRANSOM,.VBRANSOM
*.vcrypt,.vcrypt
*.vcrypt1,.vcrypt1
*.vdul,.vdul
*.vect,.vect
*.vector_,.vector_
*.Vega,.Vega
*.vehu,.vehu
*.vekanhelpu,.vekanhelpu
*.velar,.velar
*.velikasrbija,.velikasrbija
*.velso,.velso
*.vendetta,.vendetta
*.vendetta2,.vendetta2
*.Venere1,.Venere1
*.Venis,.Venis
*.Venom,.Venom
*.Venus,.Venus
*.Venusf,.Venusf
*.venusp,.venusp
*.vepi,.vepi
*.ver,.ver
*.veracrypt,.veracrypt
*.verasto,.verasto
*.verdant,.verdant
*.verschlüsselt,.verschlüsselt
*.versiegelt,.versiegelt
*.vesad,.vesad
*.vesrato,.vesrato
*.veza,.veza
*.vfcfocxph,.vfcfocxph
*.vfgj,.vfgj
*.VforVendetta,.VforVendetta
*.vgkf,.vgkf
*.vgod,.vgod
*.vgvx,.vgvx
*.via,.via
*.ViACrypt,.ViACrypt
*.vico,.vico
VictemKey_*_*,VictemKey__
*.video,.video
*.viiper,.viiper
*.viki,.viki
*.VinDizelPux,.VinDizelPux
*.vindows,.vindows
*.VindowsLocker,.VindowsLocker
*.VIRUS,.VIRUS
*.VisionCrypt,.VisionCrypt
*.ViT,.ViT
*.VIVAL,.VIVAL
*.vivelag,.vivelag
*.vjiszy1lo,.vjiszy1lo
*.vlff,.vlff
*.VMola,.VMola
*.vn_os,.vn_os
*.void,.void
*.VoidCrypt,.VoidCrypt
*.volcano,.volcano
*.volvo33_36_37_39__44,.volvo33_36_37_39__44
*.VoNiX,.VoNiX
*.vook,.vook
*.voom,.voom
*.Vortex,.Vortex
*.vovalex,.vovalex
*.voyager,.voyager
*.vpgvlkb,.vpgvlkb
*.vpsh,.vpsh
*.vrmrkz,.vrmrkz
*.vscrypt,.vscrypt
*.v-society,.v-society
*.vtua,.vtua
*.vtym,.vtym
*.vulcan,.vulcan
*.vulston,.vulston
*.Vurten,.Vurten
*.vusad,.vusad
*.vvao,.vvao
*.vveo,.vveo
*.vvew,.vvew
*.vvmm,.vvmm
*.vvoa,.vvoa
*.vvoo,.vvoo
*.vvv,.vvv
*.vvwq,.vvwq
*.vvyu,.vvyu
*.vxLock,.vxLock
*.vyia,.vyia
*.Vypt,.Vypt
*.W0YR8,.W0YR8
*.w2tnk,.w2tnk
*.w3qupe,.w3qupe
*.w7KFlkB,.w7KFlkB
*.waffle,.waffle
*.WAGNER,.WAGNER
*.waifu,.waifu
*.waiting,.waiting
*.wal,.wal
*.walan,.walan
*.wallet,.wallet
*WALLET,WALLET
*wall.i,wall.i
*.WAmarlocked,.WAmarlocked
*.WanaCray2023+,.WanaCray2023+
@WanaDecryptor@.*,@WanaDecryptor@.
*.WAND,.WAND
*.wannacash,.wannacash
*.wannacry,.wannacry
*.WannaCry*,.WannaCry
*.wannacryv2,.wannacryv2
*.WannaDie,.WannaDie
*.WannaPeace,.WannaPeace
*.wannaren,.wannaren
*.WannaScream,.WannaScream
*.WannaSmile,.WannaSmile
*.WannaSpam,.WannaSpam
*.Wanqu,.Wanqu
*.waqa,.waqa
*.waqq,.waqq
*.warlocks,.warlocks
*.warn_wallet,.warn_wallet
*.warning!_*,.warning!_
*.wasted,.wasted
*.*wasted_info,.wasted_info
*.watch,.watch
*.water,.water
*.wav_list,.wav_list
*.wayn,.wayn
*.wazp,.wazp
*.wbxd,.wbxd
*.wcg,.wcg
*.wch,.wch
*.wcry,.wcry
*.WCRYT,.WCRYT
*.wctc,.wctc
*.wdie,.wdie
*.wdlo,.wdlo
*.weapologize,.weapologize
*.wearefriends,.wearefriends
*.weareyourfriends,.weareyourfriends
*.wecanhlep,.wecanhlep
*.week,.week
*.weencedufiles,.weencedufiles
*.wehavesolution247,.wehavesolution247
*.weiu,.weiu
*.weon,.weon
*.weqp,.weqp
*.werd,.werd
*.werus,.werus
*.werz,.werz
*.Wesker,.Wesker
*.wessy,.wessy
*.weui,.weui
*.WFA_RANSOM,.WFA_RANSOM
*.wflx,.wflx
*.WhatAFuck,.WhatAFuck
*.whatthefuck,.whatthefuck
*.Whereisyourfiles,.Whereisyourfiles
*.WhiteHorse,.WhiteHorse
*.whiterose,.whiterose
*.whole,.whole
*.wholocked,.wholocked
*.why,.why
*.whycry,.whycry
*wifi*hacker*,wifihacker
*.wiaw,.wiaw
*.wiki,.wiki
*.WiKoN,.WiKoN
*.WildFire,.WildFire
*.Win,.Win
*.wincry,.wincry
*.WINDIE,.WINDIE
*.windows,.windows
*.windows10,.windows10
*.WininiCrypt,.WininiCrypt
*.Winnix,.Winnix
*.WinRarer,.WinRarer
*.wintenzz,.wintenzz
*.winxvykljw,.winxvykljw
*.wiot,.wiot
*.wisz,.wisz
*.witch,.witch
*.wixawm,.wixawm
*.Wizard,.Wizard
*.WKSGJ,.WKSGJ
*.wlu,.wlu
*.wmfxdqz,.wmfxdqz
*.wncry,.wncry
*.wncrypt,.wncrypt
*.wncryt,.wncryt
*.wndie,.wndie
*.wnry,.wnry
*.wnx,.wnx
*.WOLF,.WOLF
*.WonderCrypter,.WonderCrypter
*.woodrat,.woodrat
*.wooly,.wooly
*.worcservice@protonmail.ch,.worcservice@protonmail.ch
*.work,.work
*.world2022decoding,.world2022decoding
*.worlddecoding,.worlddecoding
*.worm,.worm
*.WORMCRYPT0R,.WORMCRYPT0R
*.Wormhole,.Wormhole
*.worry,.worry
*.wowreadfordecry,.wowreadfordecry
*.wowreadfordecryp,.wowreadfordecryp
*.wowwhereismyfiles,.wowwhereismyfiles
*.WoXoTo,.WoXoTo
*.wrar,.wrar
*.write,.write
*.write_on_email,.write_on_email
*.write_us_on_email,.write_us_on_email
*.WRNY,.WRNY
*.wrui,.wrui
*.wsaz,.wsaz
*.wshlp,.wshlp
*.WsIR,.WsIR
*.wsmile,.wsmile
*.wspn,.wspn
*.wsuu,.wsuu
*.wtdi,.wtdi
*.wtf,.wtf
*.wuciwug,.wuciwug
*.Wulfric,.Wulfric
*.wunl,.wunl
*.wvtr0,.wvtr0
*.wwka,.wwka
*.wwpl,.wwpl
*.wwty,.wwty
*.WWW,.WWW
*.wwza,.wwza
*.Wx7A6,.Wx7A6
*.wxdrJbgSDa,.wxdrJbgSDa
*.wyvern,.wyvern
*.wzer,.wzer
*.wzoq,.wzoq
*.wzqw,.wzqw
*.wztt,.wztt
*.x0lzs3c,.x0lzs3c
*.X101,.X101
*.x1881,.x1881
*.x2anylock,.x2anylock
*.x3,.x3
*.x3m,.x3m
*.x3mpro,.x3mpro
*.xam,.xam
*.xaro,.xaro
*.xash,.xash
*.xati,.xati
*.xatz,.xatz
*.xbml,.xbml
*.xbtl,.xbtl
*.xcbg,.xcbg
*.xcmb,.xcmb
*.xCor,.xCor
*.Xcri,.Xcri
*.XCry,.XCry
*.xcry7684,.xcry7684
*.xcrypt,.xcrypt
*.xcss,.xcss
*.xcvf,.xcvf
*.xd,.xd
*.XD-99,.XD-99
*.xda,.xda
*.xdata,.xdata
*.xDec,.xDec
*.xdrop,.xdrop
*.xentari,.xentari
*.xero,.xero
*.xfile,.xfile
*.XFUN,.XFUN
*.xgpr,.xgpr
*.XHAMSTER,.XHAMSTER
*.xhspythxn,.xhspythxn
*.XiaoBa*,.XiaoBa
*.xienvkdoc,.xienvkdoc
*.XIII,.XIII
*.XiN,.XiN
*.Xino,.Xino
*.xinof,.xinof
*.xLck,.xLck
*.xllm,.xllm
*.XmdXtazX,.XmdXtazX
*.XMEYU,.XMEYU
*.xmpp.jp,.xmpp.jp
*@xmpp.jp,@xmpp.jp
*.xmrlocker,.xmrlocker
*.xncrypt,.xncrypt
*.XNMMP,.XNMMP
*.xollam,.xollam
*.xolzsec,.xolzsec
*.XONIF,.XONIF
*.xorist,.xorist
*.xort,.xort
*.xot5ik,.xot5ik
*.xoza,.xoza
*.xp10-ransom,.xp10-ransom
*.Xqxqx,.Xqxqx
*.xraw,.xraw
*.XRNT,.XRNT
*.xro,.xro
*.xrom,.xrom
*.xrtn,.xrtn
*.XSHC,.XSHC
*.xsmb,.xsmb
*.xtbl,.xtbl
*.XTP,.XTP
*.xuy,.xuy
*.xvnaw,.xvnaw
*.xwx,.xwx
*.xwz,.xwz
*.XXVMGQ,.XXVMGQ
*.xxx,.xxx
*.XXX555,.XXX555
*.xxxx,.xxxx
*.xxxxx,.xxxxx
*.xy6lr,.xy6lr
*.xyz,.xyz
*.XYZWare,.XYZWare
*.xz,.xz
*.XZZX,.XZZX
*.yAGRTb,.yAGRTb
*@yahoo.com,@yahoo.com
*@yahoo.com.cryptotes,@yahoo.com.cryptotes
*.Yakes,.Yakes
*.yakuza,.yakuza
*.yandex,.yandex
*.yarraq,.yarraq
*.@YA.RU,.@YA.RU
*.yatron,.yatron
*.YAYA,.YAYA
*.yber,.yber
*.YBNT,.YBNT
*.ybtn,.ybtn
*.ydhm,.ydhm
*.YE1337,.YE1337
*.yG,.yG
*.ygkz,.ygkz
*.yguekcbe,.yguekcbe
*.ygvb,.ygvb
*.YIAQDG,.YIAQDG
*.yjqs,.yjqs
*.ykcol,.ykcol
*.ykup,.ykup
*.yl,.yl
*.yoAD,.yoAD
*.yoba,.yoba
*.yoewy,.yoewy
*.yolo,.yolo
*.yoqs,.yoqs
*.YouAreFucked,.YouAreFucked
*.youhau,.youhau
*.young,.young
*.youransom,.youransom
*.yourhope*,.yourhope
*.your_last_chance,.your_last_chance
*.YOURPCISHACK16024752552658,.YOURPCISHACK16024752552658
*.yourransom,.yourransom
*.yq75w627,.yq75w627
*.yqal,.yqal
*.Yqbdpevbz,.Yqbdpevbz
*.yrnb,.yrnb
